province_id,longitude,latitude,is_hole
102,129.745,42.544,False
102,129.745,42.545,False
102,129.745,42.544,False
103,129.746,42.537,False
103,129.744,42.536,False
103,129.746,42.542,False
103,129.746,42.537,False
104,123.741,43.469,False
104,124.277,43.227,False
104,124.449,42.821,False
104,124.89,43.129,False
104,124.866,42.789,False
104,125.3,42.144,False
104,125.484,42.134,False
104,125.287,41.962,False
104,125.311,41.675,False
104,125.786,41.165,False
104,125.572,40.899,False
104,125.68,40.767,False
104,124.891,40.481,False
104,124.155,39.824,False
104,123.278,39.793,False
104,122.314,39.373,False
104,121.868,38.948,False
104,121.732,39.045,False
104,121.597,38.947,False
104,121.717,38.904,False
104,121.693,38.864,False
104,121.134,38.726,False
104,121.112,38.948,False
104,121.66,39.085,False
104,121.589,39.271,False
104,121.924,39.401,False
104,121.546,39.312,False
104,121.243,39.388,False
104,121.329,39.489,False
104,121.409,39.483,False
104,121.482,39.519,False
104,121.479,39.536,False
104,121.312,39.49,False
104,121.224,39.516,False
104,121.224,39.545,False
104,121.562,39.602,False
104,121.473,39.808,False
104,121.816,39.941,False
104,122.294,40.452,False
104,121.853,40.975,False
104,121.597,40.853,False
104,121.169,40.946,False
104,120.444,40.196,False
104,119.876,39.991,False
104,119.619,40.224,False
104,119.562,40.534,False
104,119.255,40.535,False
104,118.843,40.799,False
104,119.4,41.479,False
104,119.284,41.783,False
104,119.378,42.089,False
104,119.232,42.198,False
104,119.498,42.389,False
104,119.849,42.203,False
104,120.095,41.696,False
104,120.483,42.118,False
104,121.41,42.484,False
104,121.697,42.437,False
104,121.956,42.697,False
104,123.216,42.823,False
104,123.253,42.991,False
104,123.583,43.013,False
104,123.741,43.469,False
105,129.739,42.512,False
105,129.739,42.511,False
105,129.739,42.514,False
105,129.739,42.512,False
106,129.734,42.502,False
106,129.733,42.502,False
106,129.734,42.503,False
106,129.734,42.502,False
107,129.734,42.501,False
107,129.733,42.501,False
107,129.734,42.502,False
107,129.734,42.501,False
108,129.738,42.493,False
108,129.738,42.492,False
108,129.737,42.493,False
108,129.738,42.493,False
109,129.744,42.465,False
109,129.741,42.464,False
109,129.744,42.466,False
109,129.744,42.465,False
110,129.732,42.46,False
110,129.732,42.46,False
110,129.732,42.46,False
110,129.732,42.46,False
111,129.732,42.456,False
111,129.725,42.455,False
111,129.732,42.459,False
111,129.732,42.456,False
112,129.727,42.452,False
112,129.726,42.451,False
112,129.727,42.452,False
112,129.727,42.452,False
113,129.727,42.452,False
113,129.727,42.451,False
113,129.727,42.452,False
113,129.727,42.452,False
114,129.723,42.447,False
114,129.725,42.446,False
114,129.724,42.444,False
114,129.723,42.447,False
115,129.713,42.436,False
115,129.712,42.437,False
115,129.714,42.437,False
115,129.713,42.436,False
116,129.6,42.452,False
116,129.595,42.451,False
116,129.594,42.452,False
116,129.6,42.452,False
117,129.678,42.433,False
117,129.682,42.432,False
117,129.685,42.429,False
117,129.678,42.433,False
118,129.645,42.427,False
118,129.644,42.427,False
118,129.644,42.427,False
118,129.645,42.427,False
119,129.445,42.442,False
119,129.445,42.442,False
119,129.444,42.442,False
119,129.445,42.442,False
120,129.359,42.456,False
120,129.357,42.456,False
120,129.359,42.456,False
120,129.359,42.456,False
121,129.368,42.453,False
121,129.368,42.453,False
121,129.368,42.453,False
121,129.368,42.453,False
122,129.583,42.413,False
122,129.583,42.413,False
122,129.583,42.413,False
122,129.583,42.413,False
123,129.39,42.448,False
123,129.389,42.447,False
123,129.39,42.448,False
123,129.39,42.448,False
124,129.389,42.448,False
124,129.389,42.448,False
124,129.389,42.448,False
124,129.389,42.448,False
125,129.584,42.412,False
125,129.585,42.412,False
125,129.583,42.412,False
125,129.584,42.412,False
126,129.411,42.442,False
126,129.411,42.442,False
126,129.41,42.443,False
126,129.411,42.442,False
127,129.454,42.434,False
127,129.454,42.433,False
127,129.454,42.434,False
127,129.454,42.434,False
128,129.416,42.437,False
128,129.415,42.436,False
128,129.414,42.438,False
128,129.416,42.437,False
129,129.457,42.429,False
129,129.456,42.429,False
129,129.456,42.429,False
129,129.457,42.429,False
130,129.419,42.435,False
130,129.418,42.435,False
130,129.417,42.436,False
130,129.419,42.435,False
131,129.426,42.433,False
131,129.426,42.433,False
131,129.424,42.434,False
131,129.426,42.433,False
132,129.459,42.423,False
132,129.459,42.423,False
132,129.457,42.427,False
132,129.459,42.423,False
133,129.366,42.441,False
133,129.366,42.441,False
133,129.366,42.441,False
133,129.366,42.441,False
134,129.47,42.422,False
134,129.47,42.421,False
134,129.468,42.423,False
134,129.47,42.422,False
135,129.468,42.422,False
135,129.468,42.421,False
135,129.467,42.422,False
135,129.468,42.422,False
136,129.47,42.421,False
136,129.47,42.421,False
136,129.47,42.421,False
136,129.47,42.421,False
137,129.496,42.412,False
137,129.495,42.412,False
137,129.494,42.413,False
137,129.496,42.412,False
138,129.497,42.408,False
138,129.495,42.408,False
138,129.496,42.41,False
138,129.497,42.408,False
139,129.52,42.392,False
139,129.519,42.392,False
139,129.517,42.392,False
139,129.52,42.392,False
140,129.524,42.387,False
140,129.523,42.387,False
140,129.523,42.388,False
140,129.524,42.387,False
141,129.556,42.378,False
